timestamp,ear,status
2025-11-09 23:56:41,0.2810020487900021,Normal
2025-11-09 23:56:42,0.2875051956506365,Normal
2025-11-09 23:56:42,0.28034411765236955,Normal
2025-11-09 23:56:42,0.2624977065097941,Normal
2025-11-09 23:56:42,0.26806621055895774,Normal
2025-11-09 23:56:42,0.2654654464785817,Normal
2025-11-09 23:56:42,0.26579718157750243,Normal
2025-11-09 23:56:42,0.26656489082294255,Normal
2025-11-09 23:56:42,0.27413278474998815,Normal
2025-11-09 23:56:43,0.26212143665486476,Normal
2025-11-09 23:56:43,0.2535425825597514,Normal
2025-11-09 23:56:43,0.2839782929807647,Normal
2025-11-09 23:56:43,0.27790927367762547,Normal
2025-11-09 23:56:43,0.2777238488183784,Normal
2025-11-09 23:56:43,0.24805951442833565,Normal
2025-11-09 23:56:43,0.14936941386053687,Mengantuk
2025-11-09 23:56:43,0.22686786005586582,Normal
2025-11-09 23:56:43,0.2413707002157108,Normal
2025-11-09 23:56:44,0.25448941879609854,Normal
2025-11-09 23:56:44,0.231207572369652,Normal
2025-11-09 23:56:44,0.23375560656672573,Normal
2025-11-09 23:56:44,0.2299745028063701,Normal
2025-11-09 23:56:44,0.22997499099320254,Normal
2025-11-09 23:56:44,0.22360103543800158,Normal
2025-11-09 23:56:44,0.21455098358772495,Normal
2025-11-09 23:56:44,0.2078810002968513,Mengantuk
2025-11-09 23:56:45,0.233147064241081,Normal
2025-11-09 23:56:45,0.22043952059376287,Normal
2025-11-09 23:56:45,0.20953941533005235,Mengantuk
2025-11-09 23:56:45,0.22779525693390323,Normal
2025-11-09 23:56:45,0.2208016504346003,Normal
2025-11-09 23:56:45,0.2083710566250258,Mengantuk
2025-11-09 23:56:45,0.22681445958724666,Normal
2025-11-09 23:56:45,0.22786676291516633,Normal
2025-11-09 23:56:46,0.2054772089257253,Mengantuk
2025-11-09 23:56:46,0.21573027883051765,Normal
2025-11-09 23:56:46,0.20194136739139684,Mengantuk
2025-11-09 23:56:46,0.21439730122288608,Normal
2025-11-09 23:56:46,0.2083710495060126,Mengantuk
2025-11-09 23:56:46,0.21178953027871694,Normal
2025-11-09 23:56:46,0.21135750974477646,Normal
2025-11-09 23:56:46,0.2156277746168755,Normal
2025-11-09 23:56:47,0.21544977973637489,Normal
2025-11-09 23:56:47,0.21667973219044778,Normal
2025-11-09 23:56:47,0.2199401353866946,Normal
2025-11-09 23:56:47,0.23002487651040537,Normal
2025-11-09 23:56:47,0.22336944299491507,Normal
2025-11-09 23:56:47,0.21702336157395746,Normal
2025-11-09 23:56:47,0.23279283277962523,Normal
2025-11-09 23:56:48,0.2202757897461456,Normal
2025-11-09 23:56:48,0.14925418842881283,Mengantuk
2025-11-09 23:56:48,0.16368468555472993,Mengantuk
2025-11-09 23:56:48,0.20659875459643096,Mengantuk
2025-11-09 23:56:48,0.19829456648597266,Mengantuk
2025-11-09 23:56:48,0.21682411975556487,Normal
2025-11-09 23:56:48,0.223503611502824,Normal
2025-11-09 23:56:49,0.20950146210242776,Mengantuk
2025-11-09 23:56:49,0.22346237295783844,Normal
2025-11-09 23:56:49,0.2199086531647998,Normal
2025-11-09 23:56:49,0.21064842258047364,Normal
2025-11-09 23:56:49,0.21994910310475124,Normal
2025-11-09 23:56:49,0.22420971661266542,Normal
2025-11-09 23:56:49,0.2267954923441745,Normal
2025-11-09 23:56:49,0.23033068468731815,Normal
2025-11-09 23:56:50,0.2337170100492585,Normal
2025-11-09 23:56:50,0.22745782021038985,Normal
2025-11-09 23:56:50,0.2242699273840732,Normal
2025-11-09 23:56:50,0.21748885489150993,Normal
2025-11-09 23:56:50,0.22919709400646576,Normal
2025-11-09 23:56:50,0.22024624631742207,Normal
2025-11-09 23:56:50,0.21899083022581628,Normal
2025-11-09 23:56:50,0.23033068468731815,Normal
2025-11-09 23:56:51,0.14296887254780677,Mengantuk
2025-11-09 23:56:51,0.1726079984811832,Mengantuk
2025-11-09 23:56:51,0.20132897326077068,Mengantuk
